1,1,1,1,0.76277,0.00092745,9.978e-05,0.027772,0.066667
1,1,1,2,0.59113,0.00023083,0,0.0052218,0.0052095
1,1,1,3,0.56284,0.014712,0.0027939,0.036919,0.0031904
1,1,1,4,0.73971,0.0023337,0.0004989,0.0051221,0.049048
1,1,1,5,0.67201,0.0058231,0.00096454,0.0047562,0.018782
1,1,2,1,7.257,0.017688,0.0031265,0.0078827,0.066667
1,1,2,2,34.229,0.037105,0.0073505,0.0082818,0.086455
1,1,2,3,1.7263,0.059174,0.011541,0.014335,0.30505
1,1,2,4,1.9683,0.0084371,0.0012971,0.022284,0.11818
1,1,2,5,0.37122,0.0030209,0.00053216,0.0026276,0.041175
1,1,3,1,0.20944,0.00017905,3.326e-05,0.0036919,0.066667
1,1,3,2,6.1835,0.0048381,0.00093128,0.0041243,0.0011104
1,1,3,3,0.11071,0.0020646,0.00056542,0.021253,0.05511
1,1,3,4,0.14672,0.00034363,3.326e-05,0.0046897,0.0046666
1,1,3,5,0.57545,0.0047318,0.00089802,0.0047895,0.003014
1,2,1,1,1.556,0.0022085,0.0004989,0.027772,0.066667
1,2,1,2,2.5055,0.0016824,0.00036586,0.0052218,0.0052095
1,2,1,3,0.42734,0.016226,0.0030267,0.036919,0.0031904
1,2,1,4,0.99488,0.0047771,0.0009978,0.0051221,0.049048
1,2,1,5,0.82801,0.0065758,0.0012306,0.0047562,0.018782
1,2,2,1,1.6387,0.0022643,0.00043238,0.0078827,0.066667
1,2,2,2,2.6964,0.0015704,0.00019956,0.0082818,0.086455
1,2,2,3,0.067985,0.0012782,0.00026608,0.014335,0.30505
1,2,2,4,6.0154,0.044214,0.0077496,0.022284,0.11818
1,2,2,5,0.37361,0.0028674,0.00046564,0.0026276,0.041175
1,2,3,1,3.2517,0.0048788,0.00073172,0.0036919,0.066667
1,2,3,2,17.324,0.016154,0.0029269,0.0041243,0.0011104
1,2,3,3,0.30585,0.0084437,0.0013969,0.021253,0.05511
1,2,3,4,0.56389,0.0024771,0.00036586,0.0046897,0.0046666
1,2,3,5,0.212,0.0012529,0.00046564,0.0047895,0.003014
1,3,1,1,33.715,0.12979,0.025943,0.027772,0.066667
1,3,1,2,1.3278,0.00081633,0.00019956,0.0052218,0.0052095
1,3,1,3,2.7035,0.10385,0.021386,0.036919,0.0031904
1,3,1,4,0.484,0.0016782,0.00029934,0.0051221,0.049048
1,3,1,5,0.24092,0.0018342,0.00023282,0.0047562,0.018782
1,3,2,1,3.8739,0.0083826,0.0016963,0.0078827,0.066667
1,3,2,2,2.4954,0.0014716,0.00019956,0.0082818,0.086455
1,3,2,3,0.13257,0.0027064,0.00059868,0.014335,0.30505
1,3,2,4,1.6486,0.0094336,0.0020621,0.022284,0.11818
1,3,2,5,0.30689,0.0025598,0.00053216,0.0026276,0.041175
1,3,3,1,3.6364,0.0083522,0.0018958,0.0036919,0.066667
1,3,3,2,1.5254,0.00088953,0.0001663,0.0041243,0.0011104
1,3,3,3,0.26438,0.0064163,0.001663,0.021253,0.05511
1,3,3,4,0.5437,0.0022499,0.00076498,0.0046897,0.0046666
